time,recipient_group,category,mode,source,content
125.0,P06G09,Blood,direct,V2E018,"direct blood strike at [-2.2088023688951393, 44.52432308637402]"
125.0,P07G01,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P07G02,Blood,direct,V2E018,"direct blood strike at [-2.2088023688951393, 44.52432308637402]"
125.0,P08G01,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P08G06,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P08G07,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P08G08,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P08G09,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P08G10,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P10G01,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P10G02,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P10G03,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P10G04,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P10G05,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P10G06,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P10G07,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P10G08,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P10G09,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P11G01,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P11G02,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P11G03,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P11G04,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P11G05,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P11G06,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P11G07,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P11G08,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P11G09,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P11G10,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P11G11,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P12G01,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P12G02,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P12G03,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P12G04,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P12G05,Blood,direct,V2E018,"direct blood strike at [-2.2088023688951393, 44.52432308637402]"
125.0,P12G06,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P12G07,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P12G08,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P13G01,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P14G01,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P14G02,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P14G03,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P14G04,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P15G01,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
125.0,P16G02,sound,heard,V2E018,heavy crash / screams; cause and exact victims not visible
128.61917469007383,P06G09,Bone,direct,V2E019,"direct deliberate object strike at [-24.113804467641327, 13.888641008453332]"
128.61917469007383,P07G02,Bone,direct,V2E019,"direct deliberate object strike at [-24.113804467641327, 13.888641008453332]"
129.15397041461,P08G10,barrier,reported,P15G01,reported lethal reactive boundary; not personally witnessed
129.15397041461,P11G02,barrier,reported,P15G01,reported lethal reactive boundary; not personally witnessed
129.15397041461,P11G10,barrier,reported,P15G01,reported lethal reactive boundary; not personally witnessed
132.0,P10G03,Witch,direct,direct proximity,"called to familiar calm woman; ignored, no explanation of responsibility"
132.0,P10G08,Witch,direct,direct proximity,"called to familiar calm woman; ignored, no explanation of responsibility"
135.5,P01G02,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P06G01,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P06G02,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P06G03,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P06G04,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P06G05,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P06G06,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P06G07,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P06G08,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P06G09,Blood,direct,V2E023,"direct blood strike at [-2.2088023688951393, 44.52432308637402]"
135.5,P07G01,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P07G02,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P08G01,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P08G08,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P08G09,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P08G10,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P10G01,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P10G02,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P10G03,Blood,direct,V2E023,"direct blood strike at [-2.2088023688951393, 44.52432308637402]"
135.5,P10G04,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P10G05,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P10G06,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P10G07,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P10G08,Blood,direct,V2E023,"direct blood strike at [-2.2088023688951393, 44.52432308637402]"
135.5,P10G09,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P11G01,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P11G02,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P11G03,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P11G04,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P11G06,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P11G07,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P11G08,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P11G09,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P11G10,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P11G11,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P12G01,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P12G02,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P12G03,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P12G04,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P12G05,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P12G06,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P12G07,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P12G08,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P13G01,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P14G01,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P14G02,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P14G03,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P14G04,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P15G01,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
135.5,P16G02,sound,heard,V2E023,heavy crash / screams; cause and exact victims not visible
141.55845930690876,P06G04,Bone,direct,V2E024,"direct observation / stalking at [-13.283416135315603, 29.93757738884499]"
141.55845930690876,P06G08,Bone,direct,V2E024,"direct observation / stalking at [-13.283416135315603, 29.93757738884499]"
145.04328979034358,P01G01,barrier,reported,P01G02,reported lethal reactive boundary; not personally witnessed
145.04328979034358,P01G03,barrier,reported,P01G02,reported lethal reactive boundary; not personally witnessed
145.04328979034358,P03G01,barrier,reported,P01G02,reported lethal reactive boundary; not personally witnessed
145.04328979034358,P03G02,barrier,reported,P01G02,reported lethal reactive boundary; not personally witnessed
145.60542005357166,P02G02,barrier,reported,P02G01,reported lethal reactive boundary; not personally witnessed
145.60542005357166,P02G03,barrier,reported,P02G01,reported lethal reactive boundary; not personally witnessed
145.60542005357166,P02G04,barrier,reported,P02G01,reported lethal reactive boundary; not personally witnessed
145.60542005357166,P04G01,barrier,reported,P02G01,reported lethal reactive boundary; not personally witnessed
145.60542005357166,P04G02,barrier,reported,P02G01,reported lethal reactive boundary; not personally witnessed
145.60542005357166,P04G03,barrier,reported,P02G01,reported lethal reactive boundary; not personally witnessed
146.0,P06G01,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P06G02,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P06G03,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P06G05,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P06G06,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P06G07,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P06G09,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P07G01,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P07G02,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P08G01,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P08G08,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P08G09,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P08G10,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P10G01,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P10G02,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P10G03,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P10G04,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P10G05,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P10G06,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P10G07,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P10G08,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P10G09,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P11G01,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P11G02,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P11G03,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P11G04,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P11G06,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P11G07,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P11G08,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P11G09,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P11G10,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P11G11,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P12G01,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P12G02,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P12G03,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P12G04,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P12G05,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P12G06,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P12G07,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P12G08,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P13G01,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P14G01,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P14G02,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P14G03,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P14G04,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P15G01,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
146.0,P16G02,sound,heard,V2E026,heavy crash / screams; cause and exact victims not visible
156.17532233999157,P12G02,Blood,reported,P10G03,"reported direct blood strike at [-2.2088023688951393, 44.52432308637402]"
156.17532233999157,P12G06,Blood,reported,P10G03,"reported direct blood strike at [-2.2088023688951393, 44.52432308637402]"
156.5,P06G02,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P06G03,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P06G06,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P06G07,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P06G09,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P07G01,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P07G02,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P08G01,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P08G08,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P08G09,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P08G10,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P10G01,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P10G02,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P10G03,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P10G04,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P10G05,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P10G06,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P10G07,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P10G08,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P10G09,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P11G01,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P11G02,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P11G03,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P11G04,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P11G06,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P11G07,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P11G08,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P11G09,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P11G10,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P11G11,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P12G01,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P12G02,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P12G03,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P12G04,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P12G05,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P12G06,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P12G07,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P12G08,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P13G01,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P14G01,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P14G02,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P14G03,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P14G04,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P15G01,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
156.5,P16G02,sound,heard,V2E028,heavy crash / screams; cause and exact victims not visible
157.1999407340808,P05G03,barrier,direct,V2E029,direct reactive strike at boundary
157.1999407340808,P05G03,deaths,direct,V2E029,P05G03:01
165.94709244649798,P11G11,Bone,direct,V2E031,"direct guard recognition at [23.5, 84.4]"
165.94709244649798,P13G01,Bone,direct,V2E031,"direct guard recognition at [23.5, 84.4]"
165.94709244649798,P16G02,Bone,direct,V2E031,"direct guard recognition at [23.5, 84.4]"
167.0,P06G02,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P06G03,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P06G06,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P06G07,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P06G09,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P07G01,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P07G02,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P08G01,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P08G09,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P08G10,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P10G01,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P10G03,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P10G04,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P10G06,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P10G07,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P10G08,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P10G09,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P11G01,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P11G02,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P11G03,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P11G04,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P11G06,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P11G07,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P11G08,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P11G09,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P11G10,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P11G11,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P12G01,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P12G02,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P12G03,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P12G04,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P12G05,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P12G06,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P12G07,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P12G08,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P13G01,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P14G01,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P14G02,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P14G03,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P14G04,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P15G01,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P16G02,sound,heard,V2E032,heavy crash / screams; cause and exact victims not visible
167.0,P16G02,Blood,reported,P13G01,reported direct first Blood attack
178.00581064068638,P13G01,Bone,direct,V2E034,"direct guard torment at [6.088262961032423, 97.54894588180716]"
178.00581064068638,P16G02,Bone,direct,V2E034,"direct guard torment at [6.088262961032423, 97.54894588180716]"
179.54736153835947,P06G02,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P06G03,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P06G06,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P06G07,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P06G09,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P07G01,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P08G01,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P08G09,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P08G10,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P10G01,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P10G03,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P10G04,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P10G06,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P10G07,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P10G08,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P10G09,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P11G01,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P11G02,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P11G03,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P11G04,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P11G06,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P11G08,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P11G09,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P11G10,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P11G11,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P12G01,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P12G02,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P12G03,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P12G04,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P12G05,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P12G06,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P12G07,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P12G08,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P13G01,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P14G01,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P14G02,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P14G03,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P14G04,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P15G01,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P16G02,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P16G03,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P16G06,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
179.54736153835947,P17G01,sound,heard,V2E035,heavy crash / screams; cause and exact victims not visible
183.5705951813561,P11G11,Bone,direct,V2E036,"direct guard torment at [-3.505274531027556, 99.90543011171845]"
183.5705951813561,P16G02,Bone,direct,V2E036,"direct guard torment at [-3.505274531027556, 99.90543011171845]"
183.5705951813561,P16G03,Bone,direct,V2E036,"direct guard torment at [-3.505274531027556, 99.90543011171845]"
183.5705951813561,P16G06,Bone,direct,V2E036,"direct guard torment at [-3.505274531027556, 99.90543011171845]"
183.5705951813561,P17G01,Bone,direct,V2E036,"direct guard torment at [-3.505274531027556, 99.90543011171845]"
188.94709244649798,P16G04,Bone,reported,P16G06,"reported direct guard torment at [-3.505274531027556, 99.90543011171845]"
190.5024691980033,P16G02,Bone,direct,V2E038,"direct guard torment at [-4, 100]"
190.5024691980033,P16G03,Bone,direct,V2E038,"direct guard torment at [-4, 100]"
192.45155896823738,P06G02,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P06G03,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P06G06,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P06G07,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P06G09,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P07G01,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P08G01,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P08G09,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P08G10,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P10G01,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P10G03,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P10G04,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P10G06,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P10G07,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P10G08,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P10G09,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P11G01,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P11G02,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P11G03,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P11G04,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P11G06,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P11G08,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P11G09,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P11G10,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
192.45155896823738,P11G11,sound,heard,V2E039,heavy crash / screams; cause and exact victims not visible
