id,origin,micro,role,xy,shelter,injured,intention,personality,knowledge,carried_goods,reason
P10-16,P10,M08,shared-yard neighbours,"[40.93139718561748, 25.474449905110394]",CrookedCottage_YardShed,False,shelter and listen,practical,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""heard: Cuts off the nearer cover with another exact object strike, then allows flight."", ""barrier"": 0, ""barrier_report"": true, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency"", ""shelter"": ""direct: blood_stream""}",,A physical search was assigned but had not reached the threshold by withdrawal/closure. No completed detection or lethal corridor reached these occupants.
P10-17,P10,M09,caregiver with children,"[37.80250029662195, 46.73107441796052]",Cottage_07,False,shelter and listen,kin-first,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""heard: Precise shutter / wall strike near a stream-marked or noisy shelter; occupants cannot locate a "", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P10-18,P10,M09,child with caregiver,"[37.80250029662195, 46.73107441796052]",Cottage_07,False,shelter and listen,cautious,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""heard: Precise shutter / wall strike near a stream-marked or noisy shelter; occupants cannot locate a "", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P10-19,P10,M09,child with caregiver,"[37.80250029662195, 46.73107441796052]",Cottage_07,False,shelter and listen,cautious,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""heard: Precise shutter / wall strike near a stream-marked or noisy shelter; occupants cannot locate a "", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P10-20,P10,M09,child with caregiver,"[37.80250029662195, 46.73107441796052]",Cottage_07,False,shelter and listen,practical,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""heard: Precise shutter / wall strike near a stream-marked or noisy shelter; occupants cannot locate a "", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P10-21,P10,M09,child with caregiver,"[37.80250029662195, 46.73107441796052]",Cottage_07,False,shelter and listen,cautious,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""heard: Precise shutter / wall strike near a stream-marked or noisy shelter; occupants cannot locate a "", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-01,P11,,household preparing evening food / domestic work,"[-27.88307244680624, 61.19427883797796]",CrushedHome,False,household preparing evening food / domestic work,kin-first,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-02,P11,,household preparing evening food / domestic work,"[-27.88307244680624, 61.19427883797796]",CrushedHome,False,household preparing evening food / domestic work,practical,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-03,P11,,household preparing evening food / domestic work,"[-45.3496550612422, 62.592764474378114]",RearCottage,False,household preparing evening food / domestic work,kin-first,"{""emergency"": true, ""Blood"": ""report: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-04,P11,,household preparing evening food / domestic work,"[-45.3496550612422, 62.592764474378114]",RearCottage,False,household preparing evening food / domestic work,kin-first,"{""emergency"": true, ""Blood"": ""report: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-05,P11,,household preparing evening food / domestic work,"[-48.817499959784996, 77.13793811959616]",EndRowCottage,False,household preparing evening food / domestic work,practical,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-06,P11,,household preparing evening food / domestic work,"[-48.817499959784996, 77.13793811959616]",EndRowCottage,False,household preparing evening food / domestic work,kin-first,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-07,P11,,household preparing evening food / domestic work,"[-41.232134381598044, 38.28402912726026]",WeaverCottage,False,household preparing evening food / domestic work,practical,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-08,P11,,household preparing evening food / domestic work,"[-41.232134381598044, 38.28402912726026]",WeaverCottage,False,household preparing evening food / domestic work,kin-first,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-09,P11,,household preparing evening food / domestic work,"[-13.384333256778303, 56.250661340115684]",Cottage_02,False,remain silent deeper in compromised shelter,kin-first,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency"", ""shelter"": ""direct: blood_stream""}",,"A search branch reached the footprint, but did not lead to a lethal executed attack on these occupants. Coarse response, cover, competing cues and the terminal clock left them alive."
P11-10,P11,,household preparing evening food / domestic work,"[-13.384333256778303, 56.250661340115684]",Cottage_02,False,remain silent deeper in compromised shelter,kin-first,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency"", ""shelter"": ""direct: blood_stream""}",,"A search branch reached the footprint, but did not lead to a lethal executed attack on these occupants. Coarse response, cover, competing cues and the terminal clock left them alive."
P11-11,P11,,household preparing evening food / domestic work,"[-37.899308185831046, 50.76175294041746]",Cottage_05,False,household preparing evening food / domestic work,authority-seeking,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-12,P11,,household preparing evening food / domestic work,"[-37.899308185831046, 50.76175294041746]",Cottage_05,False,household preparing evening food / domestic work,authority-seeking,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-13,P11,,household preparing evening food / domestic work,"[-28.70080697669929, 47.735625027594516]",Cottage_10,False,household preparing evening food / domestic work,escape-minded,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-14,P11,,household preparing evening food / domestic work,"[-28.70080697669929, 47.735625027594516]",Cottage_10,False,household preparing evening food / domestic work,cautious,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-15,P11,M10,carrying firewood,"[-27.88307244680624, 61.19427883797796]",CrushedHome,False,shelter and listen,authority-seeking,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-16,P11,,western household yard work,"[-45.3496550612422, 62.592764474378114]",RearCottage,False,shelter and listen,kin-first,"{""emergency"": true, ""Blood"": ""direct: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-17,P11,,western household yard work,"[-48.817499959784996, 77.13793811959616]",EndRowCottage,False,shelter and listen,cautious,"{""emergency"": true, ""Blood"": ""heard: civic strike"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-18,P11,,western household yard work,"[-41.232134381598044, 38.28402912726026]",WeaverCottage,False,shelter and listen,kin-first,"{""emergency"": true, ""Blood"": ""heard: civic strike"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-19,P11,,western household yard work,"[-37.899308185831046, 50.76175294041746]",Cottage_05,False,shelter and listen,authority-seeking,"{""emergency"": true, ""Blood"": ""heard: civic strike"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-20,P11,,western household yard work,"[-28.70080697669929, 47.735625027594516]",Cottage_10,False,shelter and listen,authority-seeking,"{""emergency"": true, ""Blood"": ""direct: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-21,P11,,western neighbours walking between yards,"[-45.3496550612422, 62.592764474378114]",RearCottage,False,shelter and listen,practical,"{""emergency"": true, ""Blood"": ""report: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P11-22,P11,,western neighbours walking between yards,"[-45.3496550612422, 62.592764474378114]",RearCottage,False,shelter and listen,escape-minded,"{""emergency"": true, ""Blood"": ""report: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P12-01,P12,,household preparing evening food / domestic work,"[-11.770161950686402, 71.75979490611692]",AbandonedCottage,False,household preparing evening food / domestic work,authority-seeking,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P12-02,P12,,household preparing evening food / domestic work,"[-11.770161950686402, 71.75979490611692]",AbandonedCottage,False,household preparing evening food / domestic work,kin-first,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P12-03,P12,,household preparing evening food / domestic work,"[-10.564044664642587, 91.48448793274292]",UpperCottage,False,household preparing evening food / domestic work,authority-seeking,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P12-04,P12,,household preparing evening food / domestic work,"[-10.564044664642587, 91.48448793274292]",UpperCottage,False,household preparing evening food / domestic work,kin-first,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P12-05,P12,,household preparing evening food / domestic work,"[-42.56494839082513, 95.80799058682935]",SealedCellarCottage,False,household preparing evening food / domestic work,practical,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P12-06,P12,,household preparing evening food / domestic work,"[-42.56494839082513, 95.80799058682935]",SealedCellarCottage,False,household preparing evening food / domestic work,cautious,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P12-07,P12,,household preparing evening food / domestic work,"[1.805349113823439, 88.76703122568291]",Cottage_03,False,household preparing evening food / domestic work,authority-seeking,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P12-08,P12,,household preparing evening food / domestic work,"[1.805349113823439, 88.76703122568291]",Cottage_03,False,household preparing evening food / domestic work,authority-seeking,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P12-10,P12,,household preparing evening food / domestic work,"[8.08957418950737, 72.72332217927294]",Cottage_11,False,remain silent deeper in compromised shelter,cautious,"{""emergency"": true, ""Blood"": ""heard: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency"", ""shelter"": ""direct: blood_stream""}",,"A search branch reached the footprint, but did not lead to a lethal executed attack on these occupants. Coarse response, cover, competing cues and the terminal clock left them alive."
P12-11,P12,,upper household yard activity,"[-10.564044664642587, 91.48448793274292]",UpperCottage,False,shelter and listen,escape-minded,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P12-12,P12,,upper household yard activity,"[-42.56494839082513, 95.80799058682935]",SealedCellarCottage,False,shelter and listen,escape-minded,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P12-13,P12,,upper household yard activity,"[1.805349113823439, 88.76703122568291]",Cottage_03,False,shelter and listen,cautious,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P12-14,P12,,upper homeward walker,"[-10.564044664642587, 91.48448793274292]",UpperCottage,False,shelter and listen,escape-minded,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P13-01,P13,M13,church caretaker at public threshold,"[23.500000000000007, 97.65569151098175]",Church,False,shelter and listen,authority-seeking,"{""emergency"": true, ""Blood"": ""direct: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,The caretaker used the rope at +100 and then sheltered. No physical search branch or acquired Bone attack reached the church before closure; the bell signalled emergency only.
P14-01,P14,,household preparing evening food / domestic work,"[55.19936134675863, 52.90877321473297]",SplitRoofCottage,False,household preparing evening food / domestic work,practical,"{""emergency"": true, ""Blood"": ""report: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P14-02,P14,,household preparing evening food / domestic work,"[55.19936134675863, 52.90877321473297]",SplitRoofCottage,False,household preparing evening food / domestic work,practical,"{""emergency"": true, ""Blood"": ""report: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P14-03,P14,,household preparing evening food / domestic work,"[50.50795002114778, 74.0386999582112]",Cottage_08,False,household preparing evening food / domestic work,cautious,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P14-04,P14,,household preparing evening food / domestic work,"[50.50795002114778, 74.0386999582112]",Cottage_08,False,household preparing evening food / domestic work,escape-minded,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P14-05,P14,,eastern animal yard work,"[55.19936134675863, 52.90877321473297]",SplitRoofCottage,False,shelter and listen,authority-seeking,"{""emergency"": true, ""Blood"": ""direct: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 1, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P14-06,P14,,eastern animal yard work,"[55.19936134675863, 52.90877321473297]",SplitRoofCottage,False,shelter and listen,practical,"{""emergency"": true, ""Blood"": ""direct: Deliberate pressure strike toward the perceived concentration."", ""Bone"": ""unknown"", ""barrier"": 1, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P14-07,P14,,eastern household yard work,"[50.50795002114778, 74.0386999582112]",Cottage_08,False,shelter and listen,kin-first,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 1, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P15-01,P15,M11,returning forest workers,"[-48.817499959784996, 77.13793811959616]",EndRowCottage,False,shelter and listen,cautious,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 2, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P15-02,P15,M11,returning forest workers,"[-48.817499959784996, 77.13793811959616]",EndRowCottage,False,shelter and listen,cautious,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 2, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P15-03,P15,M11,returning forest workers,"[-48.817499959784996, 77.13793811959616]",EndRowCottage,False,shelter and listen,kin-first,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 2, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P16-03,P16,,service guard at cart access,"[-42.56494839082513, 95.80799058682935]",SealedCellarCottage,False,shelter and listen,kin-first,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""unknown"", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,No executed search branch reached this footprint. It lay outside the chosen local search network or was passed over by its limited branch budget. The retained occupants were not exposed by an executed Bone incident.
P16-04,P16,,house guard inside hall,"[1.70175531794579, 145.99999999999994]",MayorHall,False,house guard inside hall,cautious,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""heard: Kills the recognised entrance guard personally after prolonged, consequential torment."", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,House guard and three staff remained inside. The Witch's chosen target was the Mayor. No Blood/Bone attack reached their room before her timed final killing. Their subsequent reactions are unexecuted.
P16-05,P16,,house staff,"[1.70175531794579, 145.99999999999994]",MayorHall,False,house staff,escape-minded,"{""emergency"": true, ""Blood"": ""unknown"", ""Bone"": ""heard: Kills the recognised entrance guard personally after prolonged, consequential torment."", ""barrier"": 0, ""barrier_report"": false, ""Witch"": ""ordinary neighbour; cause unknown"", ""warnings"": [], ""bell"": ""heard: public emergency""}",,House guard and three staff remained inside. The Witch's chosen target was the Mayor. No Blood/Bone attack reached their room before her timed final killing. Their subsequent reactions are unexecuted.
