person,origin,micro,group,xy,shelter,injured,intention,why_survived,knowledge,executed_movement_orders,bone_chain,canon_status
P08-26,P08,,centre-transit,"[-10.564, 91.4845]",UpperCottage,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At UpperCottage, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""direct: public attack"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P08-23"", ""P13-01""], ""witch"": [], ""warnings"": [{""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_13"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_13"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E044"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_13"", ""mode"": ""direct""}, {""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E108"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E177"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E203"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E267"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_11"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E388"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_11"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_11"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E524"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-UpperCottage"", ""mode"": ""direct""}]}","[90, 110, 222, 238, 266, 280, 290, 342.0]","[""Bone upper watcher attack""]",Failed V4 experimental outcome; not approved survivor lore.
P09-01,P09,,tavern-service-runners-split5,"[23.5, 97.6557]",Church,False,Stay silent and move behind intact inner cover after seeing the probe; outside danger is less understood,"At Church, structural state 2. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. Prior damage was not assumed to kill every occupant; unhit space and departures remained possible.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""direct: Second impact through tavern wall while evacuating"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P14-06"", ""P09-05"", ""P09-07"", ""P09-04""], ""witch"": [], ""warnings"": [{""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E044"", ""mode"": ""direct""}, {""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""injury"", ""value"": ""P09-06"", ""source"": ""E069"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E069"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E156"", ""mode"": ""direct""}, {""topic"": ""injury"", ""value"": ""P09-12"", ""source"": ""E172"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-CollapsedCellarCottage"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E203"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_06"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_06"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_06"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-CrookedCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-SplitRoofCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-SplitRoofCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E521"", ""mode"": ""direct""}]}","[102, 130, 151, 168, 184, 216, 290, 312.0]","[""E156""]",Failed V4 experimental outcome; not approved survivor lore.
P09-02,P09,,tavern-service-runners-split8,"[25.0991, 84.0009]",,True,Leave newly compromised shelter for a nearby known refuge after local disagreement,"Outside at the terminal clock, still following an interrupted journey. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""direct: overwhelming local strike"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P09-07"", ""P06-07"", ""P14-04"", ""P09-04"", ""P10-22"", ""P08-18"", ""P14-01"", ""P10-11"", ""P06-06"", ""P10-12"", ""P10-14"", ""P09-14"", ""P09-05"", ""P10-13""], ""witch"": [], ""warnings"": [{""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E044"", ""mode"": ""direct""}, {""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""injury"", ""value"": ""P09-06"", ""source"": ""E069"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E069"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E156"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_06"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_06"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_06"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-CollapsedCellarCottage"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E267"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-CrookedCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-SplitRoofCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E524"", ""mode"": ""heard""}]}","[102, 130, 184, 216, 258, 300, 314.0, 342.0]","[""Bone eastern interception""]",Failed V4 experimental outcome; not approved survivor lore.
P10-03,P10,,old-CrookedCottage,"[68.0, 96.0]",,False,Surviving B4 witness separates from refuge traffic and hides inside the forest edge,"Outside at the terminal clock, holding at the last chosen local cover/waypoint. Direct boundary experience discouraged another crossing. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: distant crash"", ""bone"": ""direct: precise local attack"", ""barrier"": 4, ""barrier_reports"": [], ""specific_deaths"": [""P10-01"", ""P10-02""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-CrookedCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-CrookedCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-SplitRoofCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-SplitRoofCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E483"", ""mode"": ""heard""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E524"", ""mode"": ""heard""}]}","[216, 290, 312.0, 318.0, 332.0, 336.0]","[""Bone C08 shutter pressure"", ""Bone-origin forced flight then local barrier discovery"", ""Bone boundary witness attack""]",Failed V4 experimental outcome; not approved survivor lore.
P10-06,P10,,old-Cottage_01,"[46.6225, 41.0432]",,True,Leave newly compromised shelter for a nearby known refuge after local disagreement,"Outside at the terminal clock, holding at the last chosen local cover/waypoint. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""direct: overwhelming local strike"", ""bone"": ""unknown"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P10-05"", ""P10-04""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E069"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_01"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_01"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E108"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_06"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_06"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_06"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E267"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-CrookedCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-SplitRoofCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-SplitRoofCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-CrookedCottage"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E483"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E524"", ""mode"": ""heard""}]}","[142, 216, 238, 290, 342.0]",[],Failed V4 experimental outcome; not approved survivor lore.
P10-08,P10,,old-Cottage_06-split8,"[25.0991, 84.0009]",,True,Leave newly compromised shelter for a nearby known refuge after local disagreement,"Outside at the terminal clock, still following an interrupted journey. Bone had changed this person's movement, but no later completed intended hit reached them. The Mayor's fixed death ends this primary ledger; no cleanup event is inferred.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""direct: overwhelming local strike"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P06-07"", ""P14-04"", ""P10-22"", ""P08-18"", ""P14-01"", ""P10-11"", ""P06-06"", ""P10-12"", ""P10-14"", ""P09-14"", ""P10-13""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E156"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_06"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_06"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_06"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-CollapsedCellarCottage"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E267"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-CrookedCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-SplitRoofCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E524"", ""mode"": ""heard""}]}","[184, 216, 258, 300, 314.0, 342.0]","[""Bone eastern interception""]",Failed V4 experimental outcome; not approved survivor lore.
P10-10,P10,,old-Cottage_07-split13,"[23.5, 97.6557]",Church,False,Stay silent and move behind intact inner cover after seeing the probe; outside danger is less understood,"At Church, structural state 2. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. Prior damage was not assumed to kill every occupant; unhit space and departures remained possible.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: distant crash"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P14-06""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E108"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_07"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_07"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-SplitRoofCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-SplitRoofCottage"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_08"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E521"", ""mode"": ""direct""}]}","[142, 290, 312.0]",[],Failed V4 experimental outcome; not approved survivor lore.
P10-17,P10,M09,children-yard,"[1.8053, 88.767]",Cottage_03,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At Cottage_03, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: public attack and warnings"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P10-21"", ""P13-01""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E108"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_07"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_07"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E199"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E203"", ""mode"": ""heard""}, {""topic"": ""injury"", ""value"": ""P12-14"", ""source"": ""E252"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E388"", ""mode"": ""direct""}]}","[90, 174, 180, 188, 196, 290]","[""Bone family refuge denial"", ""Bone caregiver attack"", ""Bone pursuit"", ""Bone church helper injury""]",Failed V4 experimental outcome; not approved survivor lore.
P10-18,P10,M09,children-yard,"[1.8053, 88.767]",Cottage_03,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At Cottage_03, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: public attack and warnings"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P10-21"", ""P13-01""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E108"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_07"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_07"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E199"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E203"", ""mode"": ""heard""}, {""topic"": ""injury"", ""value"": ""P12-14"", ""source"": ""E252"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E388"", ""mode"": ""direct""}]}","[90, 174, 180, 188, 196, 290]","[""Bone family refuge denial"", ""Bone caregiver attack"", ""Bone pursuit"", ""Bone church helper injury""]",Failed V4 experimental outcome; not approved survivor lore.
P10-19,P10,M09,children-yard,"[1.8053, 88.767]",Cottage_03,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At Cottage_03, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: public attack and warnings"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P10-21"", ""P13-01""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E108"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_07"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_07"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E199"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E203"", ""mode"": ""heard""}, {""topic"": ""injury"", ""value"": ""P12-14"", ""source"": ""E252"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E388"", ""mode"": ""direct""}]}","[90, 174, 180, 188, 196, 290]","[""Bone family refuge denial"", ""Bone caregiver attack"", ""Bone pursuit"", ""Bone church helper injury""]",Failed V4 experimental outcome; not approved survivor lore.
P10-20,P10,M09,children-yard,"[1.8053, 88.767]",Cottage_03,False,Leave newly compromised shelter for a nearby known refuge after local disagreement,"At Cottage_03, structural state 0. A probe reached this shelter; detection did not itself authorize a remote attack. No lethal executed attack intersected this person's final shelter/movement after their last relocation. The remaining roof/cover and separation from Blood's body retained protection.","{""catastrophe"": ""direct: opaque daylight loss"", ""blood"": ""heard: public attack and warnings"", ""bone"": ""direct: precise local attack"", ""barrier"": 1, ""barrier_reports"": [], ""specific_deaths"": [""P10-21"", ""P13-01""], ""witch"": [], ""warnings"": [{""topic"": ""bell"", ""value"": ""Public emergency only"", ""source"": ""church bell"", ""mode"": ""heard""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E108"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Cottage_07"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Cottage_07"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E199"", ""mode"": ""direct""}, {""topic"": ""sound"", ""value"": ""Heavy impact and human cries nearby; exact victims unknown unless seen"", ""source"": ""E203"", ""mode"": ""heard""}, {""topic"": ""injury"", ""value"": ""P12-14"", ""source"": ""E252"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""Visible thin blood probing the entrance; hiding may be compromised"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""search"", ""value"": ""A physically connected probe reacts visibly at this shelter; new arrival or increased pressure"", ""source"": ""search-Church"", ""mode"": ""direct""}, {""topic"": ""cover"", ""value"": ""Shelter damaged; new opening/noise/exposure"", ""source"": ""E388"", ""mode"": ""direct""}]}","[90, 174, 180, 188, 196, 290]","[""Bone family refuge denial"", ""Bone caregiver attack"", ""Bone pursuit"", ""Bone church helper injury""]",Failed V4 experimental outcome; not approved survivor lore.
